interaction_id,customer_id,employee_id,branch_id,channel,interaction_type,interaction_at,duration_seconds,notes
INT00022139,CUS0009855,,,Internet Banking,Transaction,2025-01-20T07:00:00,1003,กูกำทหารอัศจรรย์ประชาธิปไตยรู้จักตะแกรงวาด 
INT00022140,CUS0004171,,,ATM,Advisory,2025-10-23T00:30:00,888,รอคะแนนพนมมืออดแต่ 
INT00022141,CUS0004874,,,LINE OA,Onboarding,2026-02-25T21:48:00,822,แหย่ห่มผ้าศิษย์ห่วงใยเงา 
INT00022142,CUS0002292,,,ATM,Onboarding,2026-03-22T01:45:00,1346,นั่งปากกิ่งไม้ซี่ 
INT00022143,CUS0007907,,,LINE OA,Advisory,2025-05-02T07:42:00,444,ไชโยพิพักพิพ่วนสนองรังแกแมลงหมอกข้าวหมูแดงห้องเรียนแคะหนู 
INT00022144,CUS0008057,EMP00032,,Call Center,Onboarding,2026-01-27T20:42:00,842,แข่งขันกว้างขันน้ำสุขภาพบริโภคอายุง่วง 
INT00022145,CUS0008490,,,LINE OA,Advisory,2025-09-24T17:24:00,698,สนองชูทอดมันพิพักพิพ่วนน้ำเย็นเอสซีบีรถทัวร์ 
INT00022146,CUS0006386,,,Internet Banking,Inquiry,2025-09-02T14:46:00,426,หล่นทุ่มควรเทเลแกรมหมดเชื่อมอบก้าง 
INT00022147,CUS0001796,EMP00110,BR0029,Branch,Complaint,2025-12-31T12:54:00,328,แพ้กูเกิลปูวิกิพีเดียถกเถียงคบหมอกของหวาน 
INT00022148,CUS0007881,EMP00120,,Call Center,Onboarding,2025-07-22T14:28:00,489,บอกใบ้เย็บคาวขนมชั้นเริ่ม 
INT00022149,CUS0009422,,,Internet Banking,Advisory,2025-05-30T15:16:00,250,แลกรังแกการขี่ทอดชาวนาอิฐกู 
INT00022150,CUS0004872,EMP00248,,Call Center,Advisory,2026-04-20T21:46:00,482,ขี้ดินขี่แท็บลอยด์ทั่วคู่กตัญญูพนมมือแมค 
INT00022151,CUS0003203,EMP00149,BR0027,Branch,Advisory,2026-04-18T21:45:00,181,ผู้ร้ายได้แก่ลูกชิ้นคบนักเรียนหาบครูหน้าที่แก่ล่อ 
INT00022152,CUS0000766,,,Mobile App,Complaint,2025-12-01T21:59:00,1561,เอิดขัดความและ 
INT00022153,CUS0007414,,,LINE OA,Complaint,2025-09-01T15:09:00,50,หมดในสมองแม่พ่อปูสุดท้ายไข่วังแต่ 
INT00022154,CUS0008388,EMP00362,BR0005,Branch,Inquiry,2026-03-11T18:50:00,283,สุดท้ายอ่อนหวานโกงก้างดองทวดเตาใจแก 
INT00022155,CUS0006207,,,LINE OA,Transaction,2025-07-11T20:10:00,1408,ทอดสีไข่แม่มดกูแต่ฤดูหล่น 
INT00022156,CUS0008743,,,ATM,Inquiry,2025-11-11T07:07:00,1297,ขี้ไคลโก๋แก่ขันน้ำหม้อหยักรังแกประชาธิปไตยหนูต้น 
INT00022157,CUS0003628,,,Internet Banking,Advisory,2025-11-09T02:17:00,425,ประพฤติใบไม้ฉีดมอบหม้อชุดนอนคอกถึงสลับต้น 
INT00022158,CUS0004436,EMP00369,BR0043,Branch,Inquiry,2025-11-26T13:52:00,185,ปูเกาหลีหึงสาปากข้าวหมูแดงตื่นน้ำหวาน 
INT00022159,CUS0001930,,,Mobile App,Advisory,2025-05-26T12:11:00,1658,ทวดธาตุหลบทอดมันสดธาตุอุปโภค 
INT00022160,CUS0003379,EMP00487,,Call Center,Complaint,2026-04-03T03:53:00,310,ขนมมะเขือเทศเสรีภาพผลิตน้าตับ 
INT00022161,CUS0000814,EMP00061,,Call Center,Onboarding,2025-06-28T02:18:00,450,ตื่นตำลึงสัญญาบอกใบ้ความไต้รถทัวร์รอปี่ 
INT00022162,CUS0008684,,,Internet Banking,Transaction,2025-03-30T02:53:00,1438,เศษแข่งขันตะปูอดผิดกลางตัวเมีย 
INT00022163,CUS0000068,,,Mobile App,Advisory,2025-10-28T08:47:00,1009,ธนาคารแสงวิ่งแมคหมีสารวัตรชาว 
INT00022164,CUS0008161,,,LINE OA,Complaint,2025-10-13T01:45:00,242,เพลงสม่ำเสมอประสบการณ์ยึดสำนักงานสดกบระเบียงกินหล่น 
INT00022165,CUS0007636,EMP00275,BR0022,Branch,Inquiry,2025-09-07T01:46:00,1760,ผีกถีบกามแข้งเกาหลีฝาก 
INT00022166,CUS0004161,,,Mobile App,Inquiry,2026-01-28T09:33:00,1473,เอสซีบีแข้งบูชาย่อกรรมการวินโดวส์มลายูหาบความ 
INT00022167,CUS0006451,,,Mobile App,Transaction,2026-04-27T14:14:00,1223,เตาหมดเงาเกาหลีเปลือง 
INT00022168,CUS0006748,,,ATM,Advisory,2025-04-21T04:51:00,1111,เรียงข้างทอดมันตอกอาหาร 
INT00022169,CUS0008452,EMP00145,,Call Center,Transaction,2025-04-27T06:39:00,900,สมองสดร่มรื่นบาดของหวาน 
INT00022170,CUS0005355,EMP00452,,Call Center,Transaction,2026-01-05T16:04:00,1259,ปี่ตะแกรงเลือกความสุดท้ายบูชา 
INT00022171,CUS0001556,,,Internet Banking,Advisory,2025-03-15T08:03:00,144,ของหวานออนซอนเด๊คนตายขี้ดินผลรอหม้อยีราฟผล 
INT00022172,CUS0005903,,,Internet Banking,Transaction,2025-02-10T07:56:00,1113,ผู้ร้ายรถโดยสารเสียบเมล็ดแม้ 
INT00022173,CUS0006196,EMP00134,,Call Center,Onboarding,2025-12-25T16:17:00,1397,ในสบายสบายเขยิบขัดลูกชิ้น 
INT00022174,CUS0009911,EMP00027,BR0032,Branch,Advisory,2025-11-16T10:12:00,886,หมัดจะไปพั่งเตาเหตุข้าวเจ้าอิสลามคำสั่งแปรงแต่ 
INT00022175,CUS0001867,,,LINE OA,Onboarding,2025-09-30T23:34:00,582,ยึดสีแดงบริโภคสารวัตรได้แก่ 
INT00022176,CUS0001061,,,Mobile App,Transaction,2026-03-28T08:39:00,945,แพ้เสรีภาพขนมฟากขนมชั้นประสบการณ์ 
INT00022177,CUS0000020,,,Internet Banking,Inquiry,2026-01-16T04:37:00,385,โควิดรัฐบาลพ่อคนตายจากเชื้อโรค 
INT00022178,CUS0004207,,,Internet Banking,Advisory,2026-01-22T07:31:00,1658,เช้ากะเพรากลางโง่ย้ำตู่น้าคนตายธนาคารประพฤติ 
INT00022179,CUS0008795,,,ATM,Transaction,2025-02-23T19:46:00,1068,กามสหกรณ์ก้างคนไข้แต่งแอนดรอยด์สีเทาพับ 
INT00022180,CUS0008725,,,LINE OA,Onboarding,2025-02-26T19:00:00,1066,โก๋แก่อินสตาแกรมแมคสุขภาพไหนน้ำหวานได้แก่สม่ำเสมอ 
INT00022181,CUS0006233,EMP00434,BR0011,Branch,Onboarding,2026-03-04T16:47:00,793,ทานผสมยูทูบเรียงอินเทอร์เน็ต 
INT00022182,CUS0007525,EMP00280,BR0002,Branch,Transaction,2025-11-02T13:41:00,1021,แม่เลือกเชื่อสหกรณ์ซ่อมเบิ่งทดลองหึงสา 
INT00022183,CUS0005553,,,Internet Banking,Onboarding,2025-06-06T09:59:00,1624,ร่างวังเกมสีเทาร้อนทหารสมองประสบการณ์คนตาย 
INT00022184,CUS0003928,,,Internet Banking,Onboarding,2026-01-11T14:42:00,917,เทเลแกรมทุ่มด้ายเอสซีบีชูคำถามความหึงสาสมาคมโผล่ 
INT00022185,CUS0005252,,,ATM,Inquiry,2025-12-05T04:13:00,929,อิฐดังนี้การริมห่อข้าวพักผ่อนยาปูช้า 
INT00022186,CUS0009824,EMP00461,BR0003,Branch,Advisory,2025-08-20T00:31:00,1285,กะละมังเตากีฬาหาม้ายกตัญญูผิดไอศกรีมเลือกแข้งกระจาย 
INT00022187,CUS0001277,,,Mobile App,Transaction,2025-09-01T00:57:00,795,ลูกชิ้นหรือเตียนกล่องแมค 
INT00022188,CUS0009628,,,Mobile App,Advisory,2025-03-09T11:31:00,77,กูห้องเรียนอายุแคะสำหรับ 
INT00022189,CUS0003105,,,Internet Banking,Complaint,2025-02-18T08:54:00,1680,แคะวังดังนี้แตะ 
INT00022190,CUS0005106,,,Mobile App,Onboarding,2025-01-22T19:16:00,1787,ฝากดำทอดบูชาคมนาคมกีฬา 
INT00022191,CUS0005186,,,Mobile App,Advisory,2026-04-07T17:06:00,112,หมุนข้าวหมูแดงแก่มิตรไต้ร่างกายขนมชั้นชูห่วงใย 
INT00022192,CUS0001141,EMP00341,,Call Center,Inquiry,2026-01-24T15:09:00,1637,ลืมคาวชูเบียร์เปลืองมัสยิดธนาคารแมลงหมุนซอยห่วงใย 
INT00022193,CUS0005541,,,Mobile App,Onboarding,2025-05-13T11:21:00,1408,แกะขันน้ำสลับแข่งขันเลือกล่อน้ำหวานหมี 
INT00022194,CUS0008361,,,Internet Banking,Complaint,2025-02-11T12:36:00,1512,น้ำหวานเชื้อโรคโตยปี่กูเกิลเชื้อโรควาดน้าหลงร่างกายปกครอง 
INT00022195,CUS0001117,,,Internet Banking,Inquiry,2025-04-12T12:59:00,221,ตำลึงถึงโกงอธิษฐานเยาวชนเคเอฟซีรถถังปกครองกล้าทวด 
INT00022196,CUS0003615,EMP00244,BR0010,Branch,Inquiry,2025-06-01T11:04:00,1323,ทหารกลางสัญญากับสารวัตร 
INT00022197,CUS0006826,EMP00103,,Call Center,Advisory,2025-05-29T16:16:00,54,ตะแกรงเป้าเชื่อมรสชาติออนซอนเด๊ 
INT00022198,CUS0005958,,,Mobile App,Complaint,2026-04-07T17:10:00,681,รากด้วยรู้จักตอกหน้าต่างจาก 
INT00022199,CUS0007033,,,Internet Banking,Onboarding,2025-03-24T16:34:00,1396,ติดตกลงเพียงบริษัท 
INT00022200,CUS0001703,,,ATM,Advisory,2025-10-01T13:35:00,966,ห้างสำหรับนักเรียนอิสลามสหภาพอินสตาแกรม 
INT00022201,CUS0001614,,,ATM,Inquiry,2025-08-15T21:18:00,987,ตัวอย่างอาหารบัดนี้เอสซีบีนุ่นเนื่องจากเกาหลีเย็บ 
INT00022202,CUS0001887,,,LINE OA,Onboarding,2025-09-21T15:19:00,322,ร่มรื่นคบเดี่ยวโกงเคเอฟซีพิการกะเพราอบอุ่น 
INT00022203,CUS0000541,,,ATM,Transaction,2026-04-28T18:13:00,722,ใหม่ผสมกระจายฤดูกบเอสซีบีแท็กซี่อาสากล่อง 
INT00022204,CUS0009766,,,Mobile App,Onboarding,2025-12-03T05:44:00,544,บอกบูชาบอกใบ้เรื่อยดาวเทียมจะไปพั่งเดี่ยวแตะ 
INT00022205,CUS0009516,EMP00233,BR0030,Branch,Transaction,2025-11-05T17:37:00,478,สม่ำเสมอทวดขี่หน้ากากกระถางโตยหลบเงา 
INT00022206,CUS0007953,EMP00136,,Call Center,Onboarding,2025-11-29T20:36:00,1340,หนุนท้องฟ้าเอสซีบีปกครองสลับ 
INT00022207,CUS0006485,,,Mobile App,Inquiry,2025-10-12T17:31:00,95,ยีราฟแตะกล่าวเย็บหว่านเขยื้อนหยอก 
INT00022208,CUS0006729,,,LINE OA,Transaction,2025-06-27T03:39:00,1042,โควิดเศรษฐกิจห้างเนื้อหน้ากากโดยช้าสารวัตรเห็น 
INT00022209,CUS0001830,,,Internet Banking,Onboarding,2025-07-26T17:02:00,350,คมนาคมสุดท้ายฤดูอาหารโกงศาสตร์ดึกเพดาน 
INT00022210,CUS0007530,,,ATM,Advisory,2026-03-16T07:13:00,183,กินเกาหลีต่อเย็นทดลอง 
INT00022211,CUS0008932,,,Mobile App,Complaint,2025-06-26T22:50:00,372,หน้ากากหาม้ายไค้หันติดประสบการณ์ไข่ 
INT00022212,CUS0008974,,,Mobile App,Inquiry,2025-11-23T08:26:00,1678,มัสยิดโน่นคะแนนคบกล้าหายขันน้ำขี้ดิน 
INT00022213,CUS0009822,EMP00309,BR0012,Branch,Transaction,2025-06-16T00:22:00,1067,สมองทุ่มพิพักพิพ่วนแม่มดจัดอธิษฐาน 
INT00022214,CUS0001817,,,ATM,Onboarding,2025-02-16T12:04:00,218,กตัญญูตีนสบายพ่อครูเกมดำ 
INT00022215,CUS0001111,,,Internet Banking,Onboarding,2026-03-06T20:17:00,123,เฉยระยำหยอกอวัยวะใบไม้ประสบการณ์ 
